,Name,Gender,DOB,Name Of Area,Pincode,Latitude ,Longitude,Flexibility,Body Composition,Composition Percentage,Interactiveness,Workout Frequency,Workout Mode Preferred,is_sports_enthusiast,like_to_be_mentored,like_to_mentor,fitness_goal_to_be achieved,addons in session,Height_in_cms,Age
1197,Shrishti Srivas,Female,1981-04-27,Indrayaninagar S.O,411026,18.62923,73.83431999999998,5,Acceptable,32,3,3 days of week,Indoor,Maybe,5,4,Mesomorph,Meditation,177,40
1198,Rudra Swami,Male,2002-04-18,Chinchwad East S.O,411019,18.62815,73.8318,4,Athletes,6,2,Alternate Days,Indoor,Maybe,1,2,Improve endurance/conditioning,Meditation,167,19
1199,Ved Aggarwal,Male,1989-11-09,Kondhwa Lh B.O,411048,18.48028,73.89846999999997,2,Fitness,14,1,Daily,Both,No,3,3,All,Meditation,174,31
1200,Saisha Nita,Female,2002-12-29,Srpf S.O,411022,18.50193,73.91264,2,Essential Fat,14,3,Only Weekends,Both,Maybe,3,5,Improve athletic skills,Both,168,18
1201,Kaia Goel,Female,1984-12-25,Dhankawadi S.O,411043,18.46554,73.8487,4,Essential Fat,14,2,3 days of week,Indoor,Yes,4,1,All,Meditation,178,36
1202,Larisa Chakrabarti,Female,1997-07-19,Lokmanyanagar S.O,411030,18.50825,73.84405,3,Essential Fat,14,2,Daily,Outdoor,Yes,3,5,Mesomorph,Meditation,165,23
1203,Anant Subramani,Male,2001-07-29,Mundhva AV S.O,411036,18.53135,73.91478000000002,1,Athletes,6,2,Any Day of Week,Indoor,Maybe,3,5,Build muscle,Yoga,163,19
1204,Rushil Persaud,Male,2003-09-26,Vadgaon Sheri S.O,411014,18.542820000000006,73.92344,3,Athletes,6,3,Monday To Friday,Outdoor,Maybe,5,5,Mesomorph,Meditation,170,17
1205,Saisha Naran,Female,1999-11-16,Vadgaon Budruk S.O,411041,18.45823,73.81821,5,Essential Fat,14,4,Any Day of Week,Indoor,Yes,2,1,Improve athletic skills,Meditation,169,21
1206,Navya Naran,Female,1993-09-12,Navsahyadri S.O,411052,18.49528,73.82775,4,Athletes,21,3,Monday To Friday,Indoor,No,3,1,Lose fat,None,162,27
1207,Yug Soni,Male,1994-03-06,Dr.B.A. Chowk S.O,411001,18.52484,73.87657,3,Obese,95,5,Monday To Friday,Indoor,Yes,3,5,Mesomorph,Both,160,27
1208,Kevin Veer,Male,1987-05-08,C M E S.O,411031,18.58289,73.8098,2,Obese,95,3,Any Day of Week,Both,Yes,1,3,All,None,171,34
1209,Alisha Darsha,Female,1993-06-03,Aundh T.S. S.O,411007,18.55144,73.82197,5,Athletes,21,2,Any Day of Week,Outdoor,Maybe,4,4,All,Yoga,174,27
1210,Sneha Mati,Female,1998-04-18,Sadashiv Peth S.O,411030,18.50825,73.84405,5,Essential Fat,14,1,Daily,Outdoor,Maybe,1,5,Improve endurance/conditioning,Both,174,23
1211,Viti Roy,Female,1995-04-05,Punawale B.O,411033,18.63172,73.73346,3,Athletes,21,3,3 days of week,Indoor,Yes,5,2,Improve endurance/conditioning,Both,173,26
1212,Kevin Jindal,Male,1988-06-18,9 DRD B.O,411014,18.54851,73.90514,3,Athletes,6,3,3 days of week,Both,No,2,5,Improve endurance/conditioning,None,166,32
1213,Prisha Sharma,Female,1985-12-28,M.Phulenagar S.O,411019,28.5779,77.31541,4,Athletes,21,2,Any Day of Week,Both,Yes,4,1,Lose fat,Both,176,35
1214,Kashvi Engineer,Female,1987-12-22,Ghorpade Peth S.O,411042,18.50139,73.86309,1,Fitness,22,1,Daily,Outdoor,Yes,1,4,Improve athletic skills,None,178,33
1215,Dasya Prasad,Male,1993-08-10,Lokmanyanagar S.O,411030,18.50825,73.84405,3,Obese,95,1,3 days of week,Both,No,3,2,Build muscle,Meditation,166,27
1216,Sadhil Manju,Male,2000-03-31,Wanowarie S.O,411040,18.494770000000006,73.90127,3,Acceptable,23,5,Daily,Outdoor,Yes,3,4,All,None,162,21
1217,Aarav Chauhan,Male,1992-12-04,Dhanori B.O,411015,18.5844,73.88738000000002,2,Acceptable,23,3,Daily,Outdoor,Yes,4,4,All,Both,162,28
1218,Anushka Vish,Female,2000-12-05,Sangavi S.O,411027,18.57422,73.81781,5,Fitness,22,1,Monday To Friday,Outdoor,Maybe,3,2,Improve athletic skills,Both,177,20
1219,Ved Prasad,Male,1986-04-23,Khondhwa KH B.O,411048,18.45756,73.89339,1,Athletes,6,1,3 days of week,Both,No,1,5,Lose fat,Yoga,173,35
1220,Taahira Joshi,Female,2002-12-27,Kapad Ganj S.O,411002,18.51378,73.86019,2,Fitness,22,4,3 days of week,Outdoor,Maybe,1,5,Improve endurance/conditioning,Yoga,162,18
1221,Parv Saini,Male,1984-05-08,Sachapir Street S.O,411001,18.51141,73.87791999999997,4,Fitness,14,4,Monday To Friday,Outdoor,Maybe,3,5,Improve athletic skills,Yoga,166,37
1222,Mehar Srivastava,Female,1983-10-18,Nehrunagar S.O (Pune),411018,18.62728,73.8388,4,Essential Fat,14,1,Any Day of Week,Indoor,No,3,3,Build muscle,Yoga,166,37
1223,Saanvi Chandra,Female,1997-09-10,Sasanenagar S.O,411028,18.4747,73.93157,3,Obese,40,5,Monday To Friday,Outdoor,No,5,5,Improve endurance/conditioning,Both,164,23
1224,Sahana Subramani,Female,2003-12-26,Deccan Gymkhana S.O,411004,18.51806,73.83615,3,Acceptable,32,1,3 days of week,Outdoor,Yes,2,2,Build muscle,Yoga,162,17
1225,Saloni Nara,Female,2001-10-22,Sangavi S.O,411027,18.57422,73.81781,4,Athletes,21,2,3 days of week,Indoor,Maybe,4,3,Mesomorph,None,177,19
1226,Avni Gandhi,Female,1994-08-14,Akurdi S.O,411035,18.76572,73.68905,3,Acceptable,32,3,Any Day of Week,Indoor,No,1,5,Build muscle,Meditation,174,26
1227,Bhuv Puri,Male,1994-05-30,Wanowarie S.O,411040,18.494770000000006,73.90127,1,Acceptable,23,5,Monday To Friday,Both,Maybe,4,3,Improve endurance/conditioning,Both,173,26
1228,Yug Uddin,Male,1983-09-27,Vishrantwadi S.O,411015,18.60226,73.89806,3,Obese,95,2,Only Weekends,Outdoor,Maybe,5,2,Mesomorph,Yoga,163,37
1229,Ananya Swami,Female,1989-05-31,Mundhva AV S.O,411036,18.53135,73.91478000000002,5,Acceptable,32,5,Only Weekends,Both,No,1,5,Improve endurance/conditioning,Both,167,31
1230,Naksh Rana,Male,1992-08-27,Indrayaninagar S.O,411026,18.62923,73.83431999999998,3,Acceptable,23,2,Any Day of Week,Both,Yes,5,1,All,Yoga,172,28
1231,Prisha Kishore,Female,1991-03-02,Akurdi S.O,411035,18.76572,73.68905,2,Fitness,22,3,Monday To Friday,Indoor,Maybe,5,2,Improve endurance/conditioning,Both,167,30
1232,Amoli Mittal,Female,1990-03-14,Film Institute S.O,411004,18.51806,73.83615,1,Obese,40,3,Monday To Friday,Both,No,3,4,Mesomorph,Yoga,174,31
1233,Yug Sandeep,Male,1991-07-15,Bajirao Road S.O,411002,18.50995,73.85375,2,Essential Fat,6,4,Daily,Outdoor,Yes,4,4,Build muscle,Meditation,176,29
1234,Raunak Srivastav,Male,2002-11-15,P.C.N.T. S.O,411044,18.6554,73.76124,2,Athletes,6,2,3 days of week,Indoor,Maybe,4,2,All,Yoga,164,18
1235,Prisha Aggarwal,Female,2001-08-13,Dhanori B.O,411015,18.5844,73.88738000000002,5,Acceptable,32,4,Alternate Days,Outdoor,No,3,4,Lose fat,None,163,19
1236,Shanaya Lal,Female,1991-02-07,Sachapir Street S.O,411001,18.51141,73.87791999999997,1,Athletes,21,2,Any Day of Week,Outdoor,Maybe,4,2,Lose fat,Both,170,30
1237,Zuber Dutta,Male,1996-01-02,Kasarwadi S.O,411034,18.60373,73.82221,1,Essential Fat,6,4,Alternate Days,Indoor,No,3,1,Lose fat,Both,177,25
1238,Amoli Srivas,Female,1993-04-05,N.I.A. S.O,411045,18.55284,73.95387,1,Athletes,21,3,Alternate Days,Outdoor,No,1,2,Lose fat,None,169,28
1239,Kashvi Manohar,Female,1987-07-26,Vadgaon Budruk S.O,411041,18.45823,73.81821,1,Essential Fat,14,5,Any Day of Week,Indoor,Maybe,5,5,Improve athletic skills,None,176,33
1240,Ishana Rajan,Female,1981-10-10,Nehrunagar S.O (Pune),411018,18.62728,73.8388,1,Fitness,22,4,Monday To Friday,Outdoor,Maybe,5,5,Lose fat,Meditation,174,39
1241,Rohan Pal,Male,1991-11-08,Market Yard S.O (Pune),411037,18.48193,73.87425,5,Acceptable,23,2,Any Day of Week,Indoor,No,4,3,Mesomorph,Both,165,29
1242,Anushka Sehgal,Female,1994-07-21,Pimpri Waghire S.O,411017,18.60132,73.78156,3,Essential Fat,14,2,Alternate Days,Both,Yes,2,4,Lose fat,Meditation,175,26
1243,Kahaan Neelam,Male,1995-12-31,P.C.N.T. S.O,411044,18.6554,73.76124,2,Athletes,6,3,3 days of week,Outdoor,Maybe,5,4,Improve endurance/conditioning,Both,174,25
1244,Yash Srini,Male,1986-02-12,Shukrawar Peth S.O (Pune),411002,18.51009,73.85672,1,Acceptable,23,2,3 days of week,Indoor,No,3,2,Lose fat,Both,167,35
1245,Hiya Raje,Female,1994-04-10,Airport S.O (Pune),411032,18.57956,73.88954,3,Fitness,22,1,3 days of week,Outdoor,No,2,4,Build muscle,Meditation,168,27
1246,Nehrika Ganesh,Female,1982-02-08,Pune City H.O,411002,18.51377,73.85991,3,Acceptable,32,5,Monday To Friday,Outdoor,Yes,2,5,Mesomorph,Both,170,39
1247,Rachit Sen,Male,1983-09-06,Rupeenagar S.O,412114,18.53325,73.89263000000003,2,Essential Fat,6,4,Only Weekends,Outdoor,Yes,5,1,Mesomorph,Both,161,37
1248,Sarthak Chauhan,Male,1995-09-28,S.P. College S.O,411030,18.5282,73.84735,5,Fitness,14,5,Any Day of Week,Indoor,Yes,5,2,All,Meditation,172,25
1249,Pavati Srivastav,Female,1986-03-31,Narayan Peth S.O,411030,18.51553,73.8523,4,Athletes,21,3,3 days of week,Both,Maybe,5,4,Improve athletic skills,Yoga,163,35
1250,Carina Pal,Female,1985-03-25,Dukirkline S.O,411014,18.60055,73.9608,4,Fitness,22,4,Any Day of Week,Both,No,3,5,Improve endurance/conditioning,Meditation,168,36
1251,Asmee Tyagi,Female,2003-02-01,Pune New Bazar S.O,411001,18.53446,73.88304000000002,3,Fitness,22,4,3 days of week,Both,No,2,3,Mesomorph,Both,164,18
1252,Hiya Jana,Female,1992-09-02,N.W. College S.O,411001,18.53446,73.88304000000002,2,Obese,40,1,Monday To Friday,Indoor,No,4,4,Build muscle,None,178,28
1253,Saloni Sudha,Female,1999-10-22,Bhosari I.E. S.O,411026,18.55284,73.95387,4,Fitness,22,3,Only Weekends,Both,Yes,3,1,Lose fat,Yoga,162,21
1254,Aahva Dhawan,Male,1995-05-01,Vidyanagar S.O (Pune),411032,18.55284,73.95387,3,Fitness,14,2,Only Weekends,Indoor,No,1,1,Mesomorph,None,162,26
1255,Rohan Engineer,Male,2001-09-11,Congress House Road S.O,411005,18.5282,73.84735,5,Acceptable,23,1,3 days of week,Outdoor,Maybe,5,4,Build muscle,Yoga,165,19
1256,Taara Mehta,Female,1991-11-05,Shukrawar Peth S.O (Pune),411002,18.51009,73.85672,4,Athletes,21,1,Monday To Friday,Outdoor,Yes,2,4,Lose fat,None,169,29
1257,Ranbir Nita,Male,2000-04-01,Sasanenagar S.O,411028,18.4747,73.93157,3,Acceptable,23,5,Daily,Both,Yes,3,5,Improve athletic skills,Yoga,164,21
1258,Ishana Bhat,Female,2003-11-12,Navsahyadri S.O,411052,18.49528,73.82775,3,Acceptable,32,5,Any Day of Week,Indoor,Yes,1,4,Mesomorph,Meditation,162,17
1259,Prisha Kumar,Female,1989-11-28,Dhanori B.O,411015,18.5844,73.88738000000002,1,Essential Fat,14,5,Any Day of Week,Outdoor,Yes,3,3,Mesomorph,Yoga,166,31
1260,Shanaya Samuel,Female,1992-02-22,Film Institute S.O,411004,18.51806,73.83615,5,Acceptable,32,1,Alternate Days,Indoor,Maybe,3,5,Build muscle,Yoga,177,29
1261,Mayra Narayan,Female,1997-04-22,M.Phulenagar S.O,411019,28.5779,77.31541,1,Obese,40,2,Monday To Friday,Indoor,No,4,2,All,Yoga,167,24
1262,Vivaan Uddin,Male,1982-10-18,Vadgaon Budruk S.O,411041,18.45823,73.81821,2,Obese,95,4,Alternate Days,Outdoor,Maybe,4,3,Improve endurance/conditioning,Both,160,38
1263,Krisha Arun,Female,1998-02-14,N.I.A. S.O,411045,18.55284,73.95387,1,Essential Fat,14,5,3 days of week,Indoor,No,3,5,Improve athletic skills,None,163,23
1264,Sadhil Darsha,Male,1984-09-06,Bajirao Road S.O,411002,18.50995,73.85375,1,Athletes,6,2,Alternate Days,Outdoor,Maybe,1,5,Improve endurance/conditioning,Meditation,166,36
1265,Manan Veer,Male,1982-02-17,Wanowarie S.O,411040,18.494770000000006,73.90127,4,Athletes,6,3,Only Weekends,Outdoor,Yes,2,1,Mesomorph,None,173,39
1266,Pahal Nath,Male,1996-05-17,Ammunition Factory Khadki S.O,411003,18.57295,73.86363,3,Acceptable,23,5,Any Day of Week,Outdoor,Yes,2,5,Improve endurance/conditioning,None,172,25
1267,Naitee Prasad,Female,1999-11-08,Market Yard S.O (Pune),411037,18.48193,73.87425,5,Acceptable,32,4,Alternate Days,Indoor,Maybe,5,3,Lose fat,Meditation,169,21
1268,Atiksh Malik,Male,2001-10-13,Sadashiv Peth S.O,411030,18.50825,73.84405,1,Acceptable,23,3,Only Weekends,Outdoor,Maybe,5,4,Improve athletic skills,Both,177,19
1269,Raunak Meena,Male,1982-10-14,Pune City H.O,411002,18.51377,73.85991,5,Athletes,6,3,Monday To Friday,Indoor,No,2,3,Improve endurance/conditioning,Yoga,160,38
1270,Ranbir Sahni,Male,1981-03-07,Kondhwa BK B.O,411048,18.48028,73.89846999999997,1,Fitness,14,4,Alternate Days,Outdoor,Maybe,3,2,Lose fat,Both,163,40
1271,Hiya Anand,Female,1990-04-16,H.E. Factory S.O,411003,18.57295,73.86363,2,Obese,40,5,3 days of week,Outdoor,Maybe,3,5,Build muscle,Both,175,31
1272,Zuber Muthu,Male,1996-04-27,Anandnagar S.O (Pune),411051,18.62981,73.84746,1,Fitness,14,1,3 days of week,Both,No,4,5,Improve endurance/conditioning,Yoga,175,25
1273,Akanksh Meena,Male,1994-04-27,Yamunanagar S.O,411044,18.60589,73.76143,4,Fitness,14,4,3 days of week,Both,No,4,5,Improve athletic skills,None,177,27
1274,Mirai Raman,Female,1990-09-02,Vidyanagar S.O (Pune),411032,18.55284,73.95387,3,Athletes,21,4,Any Day of Week,Both,No,5,5,Lose fat,Yoga,167,30
1275,Sadhil Malik,Male,2001-01-31,Ghorpuri Bazar S.O,411001,18.5259,73.89545,2,Fitness,14,4,Alternate Days,Indoor,Maybe,2,1,Improve endurance/conditioning,Meditation,169,20
1276,Atiksh Lal,Male,1998-07-18,Shivaji Housing Society S.O,411016,18.52501,73.82303,1,Essential Fat,6,3,Monday To Friday,Indoor,No,3,1,Build muscle,Yoga,175,22
1277,Manan Punj,Male,1997-09-23,Dhanori B.O,411015,18.5844,73.88738000000002,5,Acceptable,23,2,Alternate Days,Outdoor,Yes,2,4,Improve endurance/conditioning,None,170,23
1278,Alex Chaudhary,Male,1988-10-04,Chinchwadga0n S.O,411033,18.55284,73.95387,2,Essential Fat,6,1,Any Day of Week,Outdoor,Yes,1,5,Lose fat,Both,165,32
1279,Sai Patel,Female,1989-11-20,Kondhwa Lh B.O,411048,18.48028,73.89846999999997,2,Obese,40,5,Only Weekends,Outdoor,Yes,2,2,Improve endurance/conditioning,Both,160,31
1280,Anika Subram,Female,1987-06-14,Guruwar Peth S.O,411042,18.505470000000006,73.85951,1,Acceptable,32,5,Any Day of Week,Outdoor,Maybe,1,4,Improve athletic skills,Yoga,171,33
1281,Shrishti Srivastava,Female,2002-09-15,Dhanori B.O,411015,18.5844,73.88738000000002,2,Fitness,22,2,3 days of week,Indoor,Yes,4,5,Mesomorph,Meditation,165,18
1282,Carina Veena,Female,1992-01-21,Indrayaninagar S.O,411026,18.62923,73.83431999999998,5,Obese,40,4,Only Weekends,Outdoor,Maybe,4,1,Lose fat,None,172,29
1283,Saisha Bhatt,Female,1982-09-09,Guruwar Peth S.O,411042,18.505470000000006,73.85951,2,Acceptable,32,1,3 days of week,Outdoor,Maybe,5,2,Lose fat,Both,176,38
1284,Jay Sudha,Male,1992-07-27,Thergaon B.O,411033,18.63172,73.73346,5,Fitness,14,5,Daily,Both,Yes,2,4,Lose fat,Yoga,160,28
1285,Adhira Sai,Female,2003-02-20,Film Institute S.O,411004,18.51806,73.83615,1,Essential Fat,14,5,Any Day of Week,Outdoor,No,2,2,Lose fat,Meditation,167,18
1286,Sai Saxena,Female,1988-02-21,S.S.C.Exam Board S.O,411005,18.53245,73.84654,3,Acceptable,32,4,Any Day of Week,Outdoor,Maybe,1,5,Improve endurance/conditioning,Meditation,167,33
1287,Jash Srivas,Male,1999-06-20,Mundhva AV S.O,411036,18.53135,73.91478000000002,2,Fitness,14,2,Monday To Friday,Outdoor,Yes,4,3,Improve athletic skills,Both,170,21
1288,Kabir Uddin,Male,1988-07-01,Yerwada S.O,411006,18.56318,73.87742,3,Essential Fat,6,1,Alternate Days,Indoor,Maybe,1,2,Build muscle,Both,173,32
1289,Anaisha Ranga,Female,2001-10-23,Botanical Garden S.O (Pune),411003,18.56354,73.82588,5,Obese,40,2,Only Weekends,Both,No,4,2,Improve athletic skills,None,169,19
1290,Keya Punj,Female,1996-07-22,Rashtra Bhasha Bhavan S.O,411030,18.50942,73.84063,2,Obese,40,2,Only Weekends,Outdoor,No,1,1,Lose fat,Meditation,174,24
1291,Viti Verma,Female,1983-06-30,Yerwada S.O,411006,18.56318,73.87742,4,Obese,40,1,Monday To Friday,Outdoor,Yes,4,5,All,None,166,37
1292,Rishaan Neel,Male,2003-08-29,Pune Cantt East S.O,411001,18.5364,73.89394,3,Obese,95,1,Monday To Friday,Both,Maybe,1,2,Improve endurance/conditioning,Meditation,166,17
1293,Kaia Meena,Female,1981-12-29,Akurdi S.O,411035,18.76572,73.68905,2,Athletes,21,5,Alternate Days,Outdoor,Maybe,4,5,All,Meditation,169,39
1294,Taara Nath,Female,1989-07-16,Market Yard S.O (Pune),411037,18.48193,73.87425,3,Acceptable,32,5,3 days of week,Indoor,Maybe,1,1,Improve endurance/conditioning,Yoga,163,31
1295,Saisha Darsha,Female,1996-07-29,Warje S.O,411058,18.48029,73.79853,2,Acceptable,32,1,Alternate Days,Outdoor,Maybe,2,5,Lose fat,Both,177,24
1296,Jash Sehgal,Male,1995-12-21,Pune City H.O,411002,18.51377,73.85991,1,Athletes,6,3,Any Day of Week,Indoor,Yes,5,1,Improve endurance/conditioning,Meditation,169,25
1297,Rushil Ranga,Male,2003-12-10,Bajirao Road S.O,411002,18.50995,73.85375,3,Fitness,14,5,3 days of week,Indoor,No,1,1,Lose fat,None,178,17
1298,Anaisha Sharma,Female,1990-10-23,Rashtra Bhasha Bhavan S.O,411030,18.50942,73.84063,4,Fitness,22,3,Daily,Outdoor,Yes,5,4,Improve athletic skills,Both,173,30
1299,Zuber Mehra,Male,1993-04-08,Kapad Ganj S.O,411002,18.51378,73.86019,4,Obese,95,1,Alternate Days,Both,Maybe,2,5,Mesomorph,None,172,28
1300,Kabir Dutta,Male,1981-02-16,Pimpri Waghire S.O,411017,18.60132,73.78156,5,Essential Fat,6,5,Monday To Friday,Indoor,Maybe,2,3,Improve endurance/conditioning,Both,174,40
1301,Nehrika Manju,Female,1991-02-14,Punawale B.O,411033,18.63172,73.73346,2,Fitness,22,2,3 days of week,Both,No,4,4,Lose fat,Both,175,30
1302,Saloni Rastogi,Female,2003-09-16,Masulkar Colony S.O,411018,18.63374,73.8129,3,Essential Fat,14,1,Alternate Days,Outdoor,Maybe,5,1,All,Meditation,161,17
1303,Ayaan Sehgal,Male,1982-05-15,L.K. Path S.O,411003,18.54263,73.78494,5,Acceptable,23,4,Only Weekends,Indoor,Yes,3,3,Lose fat,Yoga,163,39
1304,Ranbir Sai,Male,1996-02-27,Rupeenagar S.O,412114,18.53325,73.89263000000003,3,Essential Fat,6,3,Daily,Outdoor,Yes,4,2,All,Meditation,177,25
1305,Taahira Nath,Female,2001-07-24,Mohamadwadi S.O,411060,18.47335,73.90957,2,Acceptable,32,1,Any Day of Week,Both,No,5,2,Improve endurance/conditioning,Both,176,19
1306,Rohan Veer,Male,1981-01-19,Sangavi S.O,411027,18.57422,73.81781,4,Athletes,6,1,Only Weekends,Outdoor,Yes,1,4,Build muscle,Meditation,169,40
1307,Neysa Charan,Female,2000-07-15,N I B M S.O,411048,18.47298,73.89421,1,Athletes,21,5,Only Weekends,Outdoor,Yes,1,3,All,Meditation,168,20
1308,Anaisha Engineer,Female,2003-06-19,C M E S.O,411031,18.58289,73.8098,4,Obese,40,5,Daily,Indoor,Yes,2,5,Lose fat,Both,174,17
1309,Sai Rajan,Female,1984-08-19,S.P. College S.O,411030,18.5282,73.84735,5,Fitness,22,5,Any Day of Week,Outdoor,Yes,3,3,Improve endurance/conditioning,Both,171,36
1310,Kevin Madan,Male,1982-08-03,N.C.L. Pune S.O,411008,18.53658,73.7989,1,Obese,95,4,Monday To Friday,Outdoor,Maybe,1,4,Lose fat,Meditation,168,38
1311,Anant Rastogi,Male,1983-07-04,Armament S.O,411021,18.56068,73.7626,5,Acceptable,23,5,3 days of week,Outdoor,Yes,5,5,Build muscle,Meditation,173,37
1312,Taahira Nagpal,Female,1985-04-26,Lohogaon S.O,411047,18.55284,73.95387,2,Obese,40,1,Any Day of Week,Indoor,No,5,5,Mesomorph,Meditation,172,36
1313,Mirai Srivas,Female,1991-08-22,M.Phulenagar S.O,411019,28.5779,77.31541,1,Essential Fat,14,5,Alternate Days,Both,No,1,2,Build muscle,None,165,29
1314,Luv Nath,Male,2001-08-15,Thergaon B.O,411033,18.63172,73.73346,5,Acceptable,23,2,Only Weekends,Both,Yes,5,3,Improve athletic skills,Meditation,178,19
1315,Pranay Lata,Male,1982-03-27,Khadki S.O,411003,18.56312,73.84433,2,Athletes,6,5,Alternate Days,Outdoor,No,5,5,Improve endurance/conditioning,None,163,39
1316,Sarthak Chande,Male,2002-02-01,Mundhva AV S.O,411036,18.53135,73.91478000000002,4,Fitness,14,4,Monday To Friday,Indoor,Yes,2,4,Build muscle,Yoga,176,19
1317,Hiya Pawan,Female,1994-06-10,Lohogaon S.O,411047,18.55284,73.95387,2,Acceptable,32,2,Alternate Days,Outdoor,No,3,2,Mesomorph,None,178,26
1318,Parv Mehta,Male,1987-03-07,Khadki S.O,411003,18.56312,73.84433,3,Acceptable,23,1,Any Day of Week,Both,No,2,5,Lose fat,Meditation,162,34
1319,Nehrika Sai,Female,1995-08-27,Raviwar Peth S.O,411002,18.51769,73.86014,2,Essential Fat,14,1,Alternate Days,Indoor,Yes,3,3,Improve endurance/conditioning,Yoga,173,25
1320,Atiksh Mati,Male,1988-06-22,Akurdi S.O,411035,18.76572,73.68905,2,Fitness,14,3,Monday To Friday,Both,Yes,5,2,All,None,176,32
1321,Ananya Muthu,Female,1988-06-16,Kasarwadi S.O,411034,18.60373,73.82221,3,Athletes,21,2,Monday To Friday,Both,Maybe,3,3,Build muscle,None,172,32
1322,Carina Nara,Female,2000-10-17,N.C.L. Pune S.O,411008,18.53658,73.7989,5,Acceptable,32,3,Monday To Friday,Indoor,Yes,5,3,Mesomorph,Both,168,20
1323,Ishita Ganesh,Female,1989-07-04,T.V. Nagar S.O,411037,18.46135,73.86633,5,Acceptable,32,2,Any Day of Week,Indoor,Yes,5,3,Build muscle,Yoga,160,31
1324,Yug Raje,Male,1996-01-11,Baner Road S.O,411007,18.55383,73.80216,2,Essential Fat,6,2,Monday To Friday,Outdoor,Maybe,2,2,Improve athletic skills,Both,176,25
1325,Hiya Puri,Female,2002-11-07,Dhankawadi S.O,411043,18.46554,73.8487,3,Obese,40,4,Only Weekends,Outdoor,Yes,2,5,Improve endurance/conditioning,Yoga,175,18
1326,Kairav Arun,Male,1988-07-15,Sadashiv Peth S.O,411030,18.50825,73.84405,3,Athletes,6,3,Monday To Friday,Both,Yes,4,1,Lose fat,None,177,32
1327,Aadiv Krishnamurthy,Male,1997-03-31,Iaf Station S.O,411032,18.55284,73.95387,4,Fitness,14,4,Alternate Days,Indoor,Maybe,1,5,Mesomorph,Both,161,24
1328,Viti Srivastava,Female,1988-08-12,Akurdi S.O,411035,18.76572,73.68905,5,Acceptable,32,2,3 days of week,Indoor,Yes,4,2,Build muscle,Meditation,173,32
1329,Pahal Malhotra,Male,1987-10-25,Film Institute S.O,411004,18.51806,73.83615,1,Acceptable,23,1,Alternate Days,Outdoor,Yes,4,1,Improve endurance/conditioning,None,176,33
1330,Hiya Srivastav,Female,1989-10-28,Pune City H.O,411002,18.51377,73.85991,5,Athletes,21,2,3 days of week,Both,Maybe,3,1,Build muscle,Yoga,162,31
1331,Navya Mehta,Female,1992-08-04,Aundh T.S. S.O,411007,18.55144,73.82197,5,Obese,40,4,Alternate Days,Both,Maybe,5,1,Improve endurance/conditioning,Yoga,161,28
1332,Nirav Joshi,Male,2001-03-01,Market Yard S.O (Pune),411037,18.48193,73.87425,4,Acceptable,23,3,Any Day of Week,Outdoor,No,5,4,Improve athletic skills,Both,167,20
1333,Carina Sara,Female,1996-08-13,Dapodi S.O,411012,18.57749,73.83138000000002,1,Athletes,21,3,Alternate Days,Indoor,Yes,5,2,Build muscle,Both,161,24
1334,Adhira Sen,Female,1988-06-12,Nehrunagar S.O (Pune),411018,18.62728,73.8388,4,Essential Fat,14,4,Any Day of Week,Outdoor,No,1,4,Improve athletic skills,Yoga,161,32
1335,Neysa Subramani,Female,1987-08-17,Kasarwadi S.O,411034,18.60373,73.82221,1,Obese,40,3,Any Day of Week,Outdoor,No,3,1,All,None,168,33
1336,Sarthak Kapoor,Male,1997-04-03,Yerwada S.O,411006,18.56318,73.87742,2,Fitness,14,5,Monday To Friday,Outdoor,Maybe,3,4,All,Both,165,24
1337,Adah Chandra,Female,1987-02-07,Aundh T.S. S.O,411007,18.55144,73.82197,1,Acceptable,32,1,Only Weekends,Outdoor,Yes,5,4,Mesomorph,Meditation,171,34
1338,Ranbir Punj,Male,1985-08-06,S.S.C.Exam Board S.O,411005,18.53245,73.84654,4,Athletes,6,1,3 days of week,Indoor,Yes,4,2,Improve athletic skills,Yoga,168,35
1339,Mahika Raje,Female,1992-07-14,Pune City H.O,411002,18.51377,73.85991,5,Essential Fat,14,1,Monday To Friday,Outdoor,Maybe,1,3,Improve endurance/conditioning,Meditation,166,28
1340,Rebecca Swami,Female,1981-10-17,Nana Peth S.O,411002,18.51009,73.85672,1,Fitness,22,3,Monday To Friday,Indoor,No,4,4,Mesomorph,Yoga,171,39
1341,Sarthak Joshi,Male,1990-07-26,Vadgaon Sheri S.O,411014,18.542820000000006,73.92344,1,Athletes,6,3,Any Day of Week,Outdoor,Maybe,2,4,Build muscle,Meditation,164,30
